SK_ID_CURR,TARGET
100001,0.4075355679595344
100005,0.7605409934344266
100013,0.342502547280229
100028,0.27617449907920655
100038,0.5977120024940217
100042,0.2099263684249128
100057,0.19554645434397144
100065,0.5385755506196065
100066,0.1585772823868496
100067,0.608403009165517
100074,0.42974798259516395
100090,0.49222370844844016
100091,0.7150321471376593
100092,0.5478080404120284
100106,0.5183036076649319
100107,0.6034107231064018
100109,0.4523525874458666
100117,0.26779040497104967
100128,0.41713991446296567
100141,0.3471167982719289
100150,0.19248215157621731
100168,0.07741877473419938
100169,0.31282927967478524
100170,0.5461443317316915
100171,0.33969364606285457
100172,0.6094528271038879
100184,0.5752362174046924
100187,0.4622748036573506
100212,0.3385846871384695
100222,0.47392041433141696
100223,0.1450456827230076
100232,0.2013171434329376
100241,0.6809343629769146
100245,0.16254358163101676
100253,0.1980693857123035
100256,0.5695869218484517
100271,0.1209034969843688
100278,0.7811185549329972
100280,0.15913817572729494
100306,0.6936962294367721
100311,0.62293961093083
100312,0.17980720208790266
100330,0.49998567573256963
100331,0.4177342132842984
100352,0.5815241681242019
100358,0.6474710573663788
100367,0.2886330519247749
100382,0.6459674682233685
100384,0.4005042004433681
100385,0.5472439514323973
100386,0.40907440375156734
100399,0.3172337691118493
100404,0.5917721420282318
100416,0.2151734719163658
100422,0.5809908589066957
100426,0.26600123099425366
100438,0.3046489889634238
100444,0.6600875227170063
100445,0.663603684385012
100446,0.5542528585819231
100447,0.26806903772576185
100450,0.40838399534493386
100466,0.23792465006580416
100483,0.2282864689161921
100484,0.20059099150336548
100494,0.4459880309033494
100510,0.7134904722614153
100512,0.255444191774744
100517,0.28707221600130467
100548,0.4146653891167431
100551,0.4142952981684653
100552,0.648544697839808
100553,0.23170703241664573
100561,0.6847516186927022
100568,0.8909400785500229
100569,0.30133604770499617
100591,0.37439994816881167
100592,0.19456643419683103
100602,0.41901943150278814
100607,0.40465266674654893
100613,0.49025111492407464
100617,0.579292039653677
100618,0.5272574160074596
100622,0.6226667524878119
100625,0.5712353709636894
100677,0.607217756917587
100699,0.3732904517991233
100702,0.9152604019284377
100711,0.5447423235644558
100729,0.7370166496792401
100740,0.6063379201337249
100744,0.6414362354837218
100745,0.3818912132307049
100747,0.6526939633076997
100751,0.8162806547816124
100752,0.3064460873198035
100753,0.8585591344168547
100754,0.729650331267194
100760,0.4100717432631474
100762,0.5025612897895669
100763,0.36316067746351777
100765,0.25501143551263405
100770,0.6447128326203233
100772,0.3205505486081708
100777,0.32154682218104086
100791,0.20021341425061873
100792,0.11287794868713606
100797,0.2043702408964626
100823,0.23354036697547675
100826,0.34184855067005093
100830,0.29403108794735133
100836,0.8539782469051311
100872,0.4684060494110583
100910,0.4874411412514317
100913,0.5999019899312639
100918,0.4010717107476863
100931,0.1584822511294636
100952,0.38536312745722834
100953,0.39326017817643827
100965,0.7603410694177536
100970,0.3630375804862622
100982,0.7548236193679556
100983,0.7242527654724916
100984,0.41933821450052355
100987,0.5044216396846452
100997,0.5162838304088765
100998,0.5414771943357862
101002,0.5366854495173543
101005,0.7552655000914105
101008,0.6247942669006007
101020,0.47763403246442215
101021,0.4114463810895713
101024,0.38325598297902075
101025,0.7131280966353024
101026,0.27476878611548056
101031,0.3227066105340103
101041,0.28551900777981326
101051,0.1107844467739139
101055,0.5875431720331862
101056,0.8277772271784042
101057,0.43489508658786985
101064,0.3342273173875086
101079,0.5899842659193669
101087,0.3784160303249436
101090,0.2810078959986536
101092,0.5756949849606157
101097,0.6464521894815102
101099,0.17773172650526142
101107,0.5221611858978948
101118,0.511650266075623
101125,0.6609751747558303
101126,0.18901926287069176
101128,0.2587534227807429
101136,0.5906643167661796
101140,0.5304433457816753
101149,0.6064780935078491
101160,0.5028216637807424
101169,0.7732444460497752
101181,0.39782771276797824
101186,0.1466420343988867
101190,0.5913275584465438
101193,0.5759666708026182
101194,0.6276203287384098
101198,0.5299481942942661
101200,0.17133658485626
101204,0.3150412502604471
101211,0.41645143398776047
101213,0.5478213217343207
101223,0.4277779572368877
101225,0.4873555187782303
101237,0.5301190972526073
101243,0.5719885499937721
101244,0.6641264557479195
101258,0.35886052933307105
101259,0.747352848521524
101268,0.6577700834933985
101269,0.202871913059186
101271,0.6509066959524137
101279,0.3585706518899373
101281,0.5836839203032239
101287,0.34753777234537025
101292,0.4203670231835466
101294,0.3682372411754809
101296,0.4561756352013808
101297,0.29969922353042877
101299,0.21668578256408746
101301,0.3110308413224121
101305,0.5363798667254669
101308,0.5492721277521534
101318,0.1913829982344158
101327,0.8081412785758808
101329,0.35426692416526556
101332,0.30070503590874614
101337,0.5683696347077372
101343,0.1685731533166841
101345,0.20865704746396593
101346,0.1637736916328802
101353,0.1222537091012639
101354,0.6730682535640412
101355,0.7884125674172215
101356,0.20020091085855513
101362,0.512784239870278
101363,0.7760473891406895
101365,0.24224699946113143
101366,0.6267045597513288
101367,0.7442526538227536
101368,0.1543397813231096
101374,0.7319587400519572
101380,0.17256030705757142
101383,0.24659063086114863
101398,0.17171933146630325
101399,0.8122254310197365
101401,0.7486728504891305
