SK_ID_CURR,TARGET
100001,0.41938836520071204
100005,0.7474638487921024
100013,0.3542232969695428
100028,0.24613663163126578
100038,0.6087556567654033
100042,0.20800052401527555
100057,0.2075437194131874
100065,0.5152654847517067
100066,0.1444641717407326
100067,0.47946677909650903
100074,0.45541030866998605
100090,0.4883155500928433
100091,0.6831054053977312
100092,0.5700046112947648
100106,0.5110900666246023
100107,0.6025946807019854
100109,0.4487318186572995
100117,0.28437519287950674
100128,0.4377176877200181
100141,0.33207574277050933
100150,0.18114959242769543
100168,0.07909509100535986
100169,0.3275030132050494
100170,0.5286683598566286
100171,0.35427758994450903
100172,0.6252662430686706
100184,0.59283741897497
100187,0.46911825707906646
100212,0.36065799359863765
100222,0.47363412123396176
100223,0.14860525301956953
100232,0.20619598129217168
100241,0.7115570967426686
100245,0.17132911921355293
100253,0.21433022264734847
100256,0.491569338567772
100271,0.11810529286952014
100278,0.7846515725753475
100280,0.13535016074873177
100306,0.6992565129646376
100311,0.6245354059992814
100312,0.22249700342407033
100330,0.4997284477865549
100331,0.4348844915553847
100352,0.5985897039219745
100358,0.6536216921593725
100367,0.24779357920813608
100382,0.6702489224684167
100384,0.4014340187179813
100385,0.534323251071819
100386,0.3964781259456856
100399,0.31455968781799154
100404,0.5527037491971323
100416,0.21920811347515026
100422,0.590254920477042
100426,0.29589465558934863
100438,0.31710245724673525
100444,0.7487740132146357
100445,0.6699691583584753
100446,0.5772314633285768
100447,0.23912491228957264
100450,0.37991320612019047
100466,0.22582271267091975
100483,0.2358733720484124
100484,0.1772856881694236
100494,0.4762030487872292
100510,0.7157645119519086
100512,0.19637398622118454
100517,0.2876223180467741
100548,0.385815805795743
100551,0.4003785654020963
100552,0.5780747282495861
100553,0.23006616597580043
100561,0.5728226468888341
100568,0.8884928399973336
100569,0.2628793093378863
100591,0.3531460580691432
100592,0.194896610619814
100602,0.4435538311480201
100607,0.4310849915896813
100613,0.567121714312955
100617,0.585165559872316
100618,0.5325102003227846
100622,0.5979704221343121
100625,0.5923855731607721
100677,0.6096491670574594
100699,0.3561482206946077
100702,0.9075875755213245
100711,0.5362115193703237
100729,0.7088605365664988
100740,0.6255017544065443
100744,0.6028873197484459
100745,0.375083113471087
100747,0.6368235958318809
100751,0.8302469461649103
100752,0.32384317460293593
100753,0.7965666788691428
100754,0.7541324824098029
100760,0.38506228560664646
100762,0.4383270000345257
100763,0.3874830419469962
100765,0.23992659888568565
100770,0.6575934359226088
100772,0.3218286600867006
100777,0.3231461057429712
100791,0.19943521594740712
100792,0.11500620831143676
100797,0.20060310735869344
100823,0.24457800915007188
100826,0.3523313824927656
100830,0.31052412821905745
100836,0.8551845420142583
100872,0.5036321384609422
100910,0.391916272378312
100913,0.6011312569213967
100918,0.3935661185121923
100931,0.13809838182463519
100952,0.4252511747387875
100953,0.39435362760274917
100965,0.7537469345535547
100970,0.39007106907033706
100982,0.7648072778793512
100983,0.7336694031832744
100984,0.4287373521427354
100987,0.44436152579261373
100997,0.5184623086474323
100998,0.5647021490913603
101002,0.5208776743762785
101005,0.780215454694326
